fold,k,draw,gamma_rmse,pl0_rmse
prague,3,9,0.46334904432296753,12.46235466003418
prague,5,0,0.3139616847038269,7.813346862792969
prague,5,1,0.31494003534317017,8.624078750610352
prague,5,2,0.314889132976532,7.74676513671875
prague,5,3,0.3245169222354889,7.717581748962402
prague,5,4,0.3162033259868622,7.618771553039551
prague,5,5,0.3489032983779907,7.505778789520264
prague,5,6,0.3497181534767151,7.870924949645996
prague,5,7,0.38462862372398376,7.826519012451172
prague,5,8,0.3587931990623474,8.703481674194336
prague,5,9,0.3324948847293854,7.574190139770508
prague,10,0,0.31642550230026245,7.679882049560547
prague,10,1,0.31389278173446655,7.53800106048584
prague,10,2,0.3166324496269226,7.501376628875732
prague,10,3,0.3177618980407715,7.6843109130859375
prague,10,4,0.3214772045612335,8.946125984191895
prague,10,5,0.32007312774658203,7.515010833740234
prague,10,6,0.31609809398651123,7.505598545074463
prague,10,7,0.3240751326084137,7.593724727630615
prague,10,8,0.3341025114059448,7.870960712432861
prague,10,9,0.32983192801475525,7.68202018737793
prague,25,0,0.32211199402809143,7.398263454437256
prague,25,1,0.31794193387031555,7.451277256011963
prague,25,2,0.3219291567802429,7.808694839477539
prague,25,3,0.3115121126174927,7.352562427520752
prague,25,4,0.3129825294017792,7.356451988220215
prague,25,5,0.3153629004955292,7.630260944366455
prague,25,6,0.3147970139980316,7.413833141326904
prague,25,7,0.3234439492225647,7.42673397064209
prague,25,8,0.3135712444782257,7.517867088317871
prague,25,9,0.31198635697364807,7.365945816040039
prague,50,0,0.31310775876045227,7.361212253570557
prague,50,1,0.3114798069000244,7.26069450378418
prague,50,2,0.3118015229701996,7.412540435791016
prague,50,3,0.3140595853328705,7.3364081382751465
prague,50,4,0.3180433213710785,7.304935932159424
prague,50,5,0.3168720602989197,7.381426811218262
prague,50,6,0.3125969469547272,7.413052082061768
prague,50,7,0.3139604330062866,7.360755920410156
prague,50,8,0.31676971912384033,7.336256980895996
prague,50,9,0.31521785259246826,7.291712284088135
prague,100,0,0.3128424882888794,7.367329120635986
prague,100,1,0.31232449412345886,7.275714874267578
prague,100,2,0.3167615234851837,7.258564472198486
prague,100,3,0.31845957040786743,7.317986011505127
prague,100,4,0.3093964457511902,7.320323467254639
prague,100,5,0.30681559443473816,7.225911617279053
prague,100,6,0.31147244572639465,7.281775951385498
prague,100,7,0.3070977032184601,7.131975173950195
prague,100,8,0.3084889054298401,7.224384307861328
prague,100,9,0.31151270866394043,7.3452067375183105
vienna,0,0,0.415844202041626,10.39708137512207
vienna,3,0,0.45017579197883606,12.97944450378418
vienna,3,1,0.4413539469242096,10.508950233459473
vienna,3,2,0.4136659502983093,10.337404251098633
vienna,3,3,0.43348830938339233,10.28683090209961
vienna,3,4,0.4161396324634552,11.636458396911621
vienna,3,5,0.40259024500846863,10.394126892089844
vienna,3,6,0.6087199449539185,15.495038032531738
vienna,3,7,0.40172016620635986,10.304429054260254
vienna,3,8,0.41102564334869385,10.652997970581055
vienna,3,9,0.4125517010688782,10.28073501586914
vienna,5,0,0.4020138382911682,10.365913391113281
vienna,5,1,0.46777504682540894,10.239312171936035
vienna,5,2,0.41207125782966614,11.072578430175781
vienna,5,3,0.40349847078323364,10.815858840942383
vienna,5,4,0.4120219945907593,10.455031394958496
vienna,5,5,0.4044550657272339,10.87283706665039
vienna,5,6,0.4480024576187134,11.49586296081543
vienna,5,7,0.4109766483306885,11.26761531829834
vienna,5,8,0.40011313557624817,10.447603225708008
vienna,5,9,0.4050585627555847,10.960524559020996
vienna,10,0,0.39314842224121094,10.317312240600586
vienna,10,1,0.4085818827152252,11.600273132324219
vienna,10,2,0.40269917249679565,10.270804405212402
vienna,10,3,0.43547627329826355,11.308172225952148
vienna,10,4,0.40510693192481995,10.48562240600586
vienna,10,5,0.4032069742679596,10.170769691467285
vienna,10,6,0.39977073669433594,10.434709548950195
vienna,10,7,0.4103486239910126,10.371575355529785
vienna,10,8,0.4040967524051666,10.295999526977539
vienna,10,9,0.41013190150260925,10.215354919433594
vienna,25,0,0.38917040824890137,9.766408920288086
vienna,25,1,0.3993285894393921,9.939482688903809
vienna,25,2,0.38683950901031494,9.839091300964355
vienna,25,3,0.4505193829536438,11.25711441040039
vienna,25,4,0.39296069741249084,9.843340873718262
vienna,25,5,0.4094003736972809,10.177299499511719
vienna,25,6,0.3989841639995575,10.374664306640625
vienna,25,7,0.37805426120758057,9.423049926757812
vienna,25,8,0.3990570604801178,10.073192596435547
vienna,25,9,0.4095292091369629,10.302631378173828
vienna,50,0,0.3916918635368347,9.6216459274292
vienna,50,1,0.3805454671382904,9.640005111694336
vienna,50,2,0.3831246495246887,9.456950187683105
vienna,50,3,0.40246114134788513,9.506490707397461
vienna,50,4,0.3769468665122986,9.264738082885742
vienna,50,5,0.37743839621543884,9.18242073059082
vienna,50,6,0.386322945356369,9.566515922546387
vienna,50,7,0.38700997829437256,9.717992782592773
vienna,50,8,0.3923811614513397,9.885063171386719
vienna,50,9,0.3848629593849182,9.544100761413574
vienna,100,0,0.3852377235889435,9.40764331817627
vienna,100,1,0.38065776228904724,9.339950561523438
vienna,100,2,0.36891451478004456,9.058497428894043
vienna,100,3,0.4026463031768799,10.046608924865723
vienna,100,4,0.3758680820465088,9.208827018737793
vienna,100,5,0.3812987804412842,9.377405166625977
vienna,100,6,0.38382482528686523,9.314699172973633
vienna,100,7,0.37302497029304504,9.139853477478027
vienna,100,8,0.37872645258903503,9.397624969482422
vienna,100,9,0.3761415481567383,9.380267143249512
