fold,k,draw,gamma_rmse,pl0_rmse
amsterdam,25,8,0.5260998010635376,14.898101806640625
amsterdam,25,9,0.5088632702827454,14.41781997680664
amsterdam,50,0,0.45710137486457825,13.291993141174316
amsterdam,50,1,0.4706321656703949,13.600313186645508
amsterdam,50,2,0.44571590423583984,12.922028541564941
amsterdam,50,3,0.4479176998138428,13.016300201416016
amsterdam,50,4,0.4559062421321869,13.024921417236328
amsterdam,50,5,0.48384353518486023,13.76266098022461
amsterdam,50,6,0.46131595969200134,13.550992012023926
amsterdam,50,7,0.488944947719574,14.10268497467041
amsterdam,50,8,0.4356295168399811,12.768636703491211
amsterdam,50,9,0.4484511911869049,13.335972785949707
amsterdam,100,0,0.4198807179927826,12.485773086547852
amsterdam,100,1,0.422661691904068,12.500197410583496
amsterdam,100,2,0.4319351315498352,12.955046653747559
amsterdam,100,3,0.4284643530845642,12.678099632263184
amsterdam,100,4,0.4279487729072571,12.778446197509766
amsterdam,100,5,0.4279646873474121,12.69719123840332
amsterdam,100,6,0.4452551305294037,13.333081245422363
amsterdam,100,7,0.44242897629737854,13.092876434326172
amsterdam,100,8,0.42539089918136597,12.746829986572266
amsterdam,100,9,0.454499214887619,13.393370628356934
barcelona,0,0,0.4335135221481323,11.853764533996582
barcelona,3,0,0.3370850086212158,8.246865272521973
barcelona,3,1,0.3273920714855194,8.276902198791504
barcelona,3,2,0.3228370249271393,8.454521179199219
barcelona,3,3,0.4209643602371216,10.771611213684082
barcelona,3,4,0.32899487018585205,9.07757568359375
barcelona,3,5,0.3608703911304474,9.121380805969238
barcelona,3,6,0.3235059380531311,8.433758735656738
barcelona,3,7,0.4653845429420471,9.150899887084961
barcelona,3,8,0.4191860854625702,8.737893104553223
barcelona,3,9,0.3573170006275177,9.341707229614258
barcelona,5,0,0.37382012605667114,8.41717529296875
barcelona,5,1,0.32637566328048706,9.496108055114746
barcelona,5,2,0.38726678490638733,9.325751304626465
barcelona,5,3,0.3281555473804474,8.375490188598633
barcelona,5,4,0.33524540066719055,8.526996612548828
barcelona,5,5,0.39691025018692017,8.222954750061035
barcelona,5,6,0.3854430317878723,9.914786338806152
barcelona,5,7,0.32343295216560364,8.877422332763672
barcelona,5,8,0.3224506974220276,8.274837493896484
barcelona,5,9,0.32915380597114563,8.348268508911133
barcelona,10,0,0.38928160071372986,10.091557502746582
barcelona,10,1,0.33878880739212036,8.296152114868164
barcelona,10,2,0.3690720200538635,8.97446346282959
barcelona,10,3,0.3319452404975891,8.23833179473877
barcelona,10,4,0.33302631974220276,9.168977737426758
barcelona,10,5,0.32716286182403564,8.773566246032715
barcelona,10,6,0.3700384497642517,9.171738624572754
barcelona,10,7,0.3853161036968231,9.08271312713623
barcelona,10,8,0.32115304470062256,8.414473533630371
barcelona,10,9,0.3821839690208435,8.879410743713379
barcelona,25,0,0.328596830368042,8.450121879577637
barcelona,25,1,0.3236503005027771,8.175846099853516
barcelona,25,2,0.33511415123939514,8.30601978302002
barcelona,25,3,0.3340633809566498,8.052781105041504
barcelona,25,4,0.32284149527549744,8.357089042663574
barcelona,25,5,0.3217550814151764,8.143570899963379
barcelona,25,6,0.3273220658302307,8.386703491210938
barcelona,25,7,0.3374194800853729,8.233179092407227
barcelona,25,8,0.323957622051239,8.090042114257812
barcelona,25,9,0.32667097449302673,8.578670501708984
barcelona,50,0,0.32225391268730164,8.11181640625
barcelona,50,1,0.31885018944740295,8.059202194213867
barcelona,50,2,0.32799211144447327,8.167098045349121
barcelona,50,3,0.32340264320373535,8.124361991882324
barcelona,50,4,0.32165277004241943,8.191854476928711
barcelona,50,5,0.32133179903030396,8.087486267089844
barcelona,50,6,0.3235958516597748,7.993362903594971
barcelona,50,7,0.3179328143596649,8.032340049743652
barcelona,50,8,0.3197363317012787,8.058418273925781
barcelona,50,9,0.31965288519859314,8.105107307434082
barcelona,100,0,0.3158573508262634,7.960651397705078
barcelona,100,1,0.3222450613975525,8.299870491027832
barcelona,100,2,0.31780582666397095,8.072486877441406
barcelona,100,3,0.31555694341659546,8.040267944335938
barcelona,100,4,0.3123790919780731,7.893068790435791
barcelona,100,5,0.3219771385192871,8.0667142868042
barcelona,100,6,0.32006654143333435,7.944504737854004
barcelona,100,7,0.31715887784957886,8.013361930847168
barcelona,100,8,0.31642693281173706,8.09997272491455
barcelona,100,9,0.3186817169189453,8.05826187133789
berlin,0,0,0.48500287532806396,13.950464248657227
berlin,3,0,0.4025581181049347,11.2992525100708
berlin,3,1,0.4181573987007141,9.157587051391602
berlin,3,2,0.37338465452194214,9.954754829406738
berlin,3,3,0.3699738681316376,9.360754013061523
berlin,3,4,0.4241751432418823,9.557251930236816
berlin,3,5,0.39279934763908386,9.244894027709961
berlin,3,6,0.4022085666656494,9.027166366577148
berlin,3,7,0.36773693561553955,9.039264678955078
berlin,3,8,0.3627941310405731,9.703039169311523
berlin,3,9,0.563005805015564,12.825839042663574
berlin,5,0,0.3631644546985626,9.34923267364502
berlin,5,1,0.3649738132953644,9.057340621948242
berlin,5,2,0.44831582903862,9.549993515014648
berlin,5,3,0.3762225806713104,10.937664031982422
berlin,5,4,0.3639383912086487,9.796643257141113
berlin,5,5,0.36497336626052856,9.38607120513916
berlin,5,6,0.3609938621520996,9.024484634399414
berlin,5,7,0.39880338311195374,9.069100379943848
berlin,5,8,0.3942262828350067,9.358731269836426
berlin,5,9,0.4485526382923126,9.849626541137695
berlin,10,0,0.38170769810676575,9.58864974975586
berlin,10,1,0.37887272238731384,9.299222946166992
berlin,10,2,0.37840452790260315,9.397393226623535
berlin,10,3,0.3943660259246826,9.030120849609375
berlin,10,4,0.3626836836338043,9.136849403381348
berlin,10,5,0.37003034353256226,9.128270149230957
berlin,10,6,0.3717580735683441,9.120443344116211
berlin,10,7,0.4128516614437103,9.726776123046875
berlin,10,8,0.37561270594596863,9.569236755371094
berlin,10,9,0.36003586649894714,10.002385139465332
berlin,25,0,0.3690333366394043,9.096110343933105
berlin,25,1,0.3633081912994385,8.984329223632812
berlin,25,2,0.3595580458641052,8.958185195922852
berlin,25,3,0.3648308515548706,9.153847694396973
berlin,25,4,0.3765968680381775,9.224151611328125
berlin,25,5,0.3695055842399597,9.111730575561523
berlin,25,6,0.3663170337677002,9.032771110534668
berlin,25,7,0.35526251792907715,8.85947322845459
berlin,25,8,0.36218348145484924,9.057197570800781
berlin,25,9,0.3603065609931946,9.028160095214844
berlin,50,0,0.36038750410079956,9.066526412963867
berlin,50,1,0.3539625406265259,8.922303199768066
berlin,50,2,0.36231371760368347,9.05764389038086
berlin,50,3,0.3603894114494324,8.917936325073242
berlin,50,4,0.36111968755722046,8.989398002624512
berlin,50,5,0.3685443103313446,9.089044570922852
berlin,50,6,0.36325782537460327,9.092695236206055
berlin,50,7,0.36375105381011963,8.962854385375977
berlin,50,8,0.36137962341308594,9.188680648803711
berlin,50,9,0.35710132122039795,8.978126525878906
berlin,100,0,0.36363548040390015,9.134864807128906
berlin,100,1,0.35405072569847107,8.741190910339355
berlin,100,2,0.3654271066188812,8.980917930603027
berlin,100,3,0.3480496406555176,8.67371940612793
berlin,100,4,0.3516041040420532,8.709607124328613
berlin,100,5,0.35827887058258057,8.989577293395996
berlin,100,6,0.3555539846420288,8.886756896972656
berlin,100,7,0.35590338706970215,8.92040729522705
berlin,100,8,0.35978400707244873,9.019951820373535
berlin,100,9,0.3611796200275421,9.031237602233887
chicago,0,0,1.1839479207992554,37.18219757080078
chicago,3,0,0.5694110989570618,16.810243606567383
chicago,3,1,0.6265284419059753,17.89148712158203
chicago,3,2,0.6163667440414429,17.762895584106445
chicago,3,3,0.5788120627403259,15.618827819824219
chicago,3,4,0.5642728805541992,15.69697380065918
chicago,3,5,0.6327031850814819,19.244979858398438
chicago,3,6,0.567798376083374,16.459922790527344
chicago,3,7,0.6824039220809937,19.219072341918945
chicago,3,8,0.7863603830337524,19.593400955200195
chicago,3,9,0.5147601366043091,15.347009658813477
chicago,5,0,0.6122551560401917,16.88836097717285
chicago,5,1,0.5373528003692627,14.87456226348877
chicago,5,2,0.5449507236480713,15.402228355407715
chicago,5,3,0.5639951825141907,16.10567855834961
chicago,5,4,0.6230373978614807,17.984066009521484
chicago,5,5,0.6553982496261597,17.61792755126953
chicago,5,6,0.5471146106719971,15.31661605834961
chicago,5,7,0.5921376943588257,16.26740074157715
chicago,5,8,0.6047827005386353,16.906620025634766
chicago,5,9,0.5742930769920349,16.30542755126953
chicago,10,0,0.508705735206604,14.483475685119629
chicago,10,1,0.5300713777542114,14.826175689697266
chicago,10,2,0.5110979080200195,14.63834285736084
chicago,10,3,0.4898706078529358,13.719621658325195
chicago,10,4,0.4464469254016876,12.57005786895752
chicago,10,5,0.5951316356658936,16.742280960083008
chicago,10,6,0.6011801958084106,17.449176788330078
chicago,10,7,0.5030261874198914,14.251838684082031
chicago,10,8,0.5635512471199036,15.897021293640137
chicago,10,9,0.5427601933479309,15.258563041687012
chicago,25,0,0.5204852819442749,14.533073425292969
chicago,25,1,0.449724018573761,12.852607727050781
chicago,25,2,0.4324952960014343,12.199788093566895
chicago,25,3,0.4886460304260254,13.888162612915039
chicago,25,4,0.5128480195999146,14.383809089660645
chicago,25,5,0.48439136147499084,13.473505020141602
chicago,25,6,0.439588338136673,12.015871047973633
chicago,25,7,0.4393470287322998,12.134160041809082
chicago,25,8,0.4906270503997803,13.035057067871094
chicago,25,9,0.46766212582588196,11.874139785766602
chicago,50,0,0.43829652667045593,12.152725219726562
chicago,50,1,0.44822657108306885,12.557793617248535
chicago,50,2,0.4455556273460388,12.279698371887207
chicago,50,3,0.4317338168621063,11.648499488830566
chicago,50,4,0.4113772511482239,11.398514747619629
chicago,50,5,0.4582156538963318,12.581704139709473
chicago,50,6,0.41384661197662354,11.81058406829834
chicago,50,7,0.4101907014846802,11.348212242126465
chicago,50,8,0.44696301221847534,12.410686492919922
chicago,50,9,0.41956526041030884,11.506746292114258
chicago,100,0,0.39883869886398315,11.124881744384766
chicago,100,1,0.38486364483833313,10.529534339904785
chicago,100,2,0.39010435342788696,10.742273330688477
chicago,100,3,0.37842750549316406,10.297249794006348
chicago,100,4,0.3945051431655884,11.023993492126465
chicago,100,5,0.3935733139514923,10.718524932861328
chicago,100,6,0.40684449672698975,11.339674949645996
chicago,100,7,0.394466757774353,10.808246612548828
chicago,100,8,0.39616066217422485,11.079424858093262
chicago,100,9,0.40063339471817017,10.971315383911133
hamburg,0,0,0.5129796862602234,12.351028442382812
hamburg,3,0,0.4287506937980652,10.346421241760254
hamburg,3,1,0.356920450925827,10.173328399658203
hamburg,3,2,0.35795003175735474,7.988248825073242
hamburg,3,3,0.4071321189403534,9.5252103805542
hamburg,3,4,0.3550579845905304,9.42370891571045
hamburg,3,5,0.41183850169181824,7.917356491088867
hamburg,3,6,0.36495473980903625,8.089824676513672
hamburg,3,7,0.41742026805877686,8.334223747253418
hamburg,3,8,0.36384254693984985,8.415155410766602
hamburg,3,9,0.3535025715827942,8.077439308166504
hamburg,5,0,0.38777825236320496,9.590353965759277
hamburg,5,1,0.35961318016052246,7.932007312774658
hamburg,5,2,0.3669438362121582,7.9991607666015625
hamburg,5,3,0.36918380856513977,8.434154510498047
hamburg,5,4,0.3944888412952423,8.154656410217285
hamburg,5,5,0.45508334040641785,8.774739265441895
hamburg,5,6,0.38446006178855896,8.502579689025879
hamburg,5,7,0.4313249886035919,10.355399131774902
hamburg,5,8,0.38169729709625244,10.663400650024414
hamburg,5,9,0.4934924840927124,10.290571212768555
hamburg,10,0,0.3545090854167938,8.089242935180664
hamburg,10,1,0.3554065227508545,7.97274923324585
hamburg,10,2,0.35995352268218994,7.92230749130249
hamburg,10,3,0.360504686832428,7.858004093170166
hamburg,10,4,0.373161256313324,7.949010372161865
hamburg,10,5,0.3678598403930664,8.89192008972168
hamburg,10,6,0.3617050349712372,8.122522354125977
hamburg,10,7,0.38512566685676575,8.01668930053711
hamburg,10,8,0.3535149395465851,8.40296459197998
hamburg,10,9,0.3796286880970001,7.919647693634033
hamburg,25,0,0.34690746665000916,7.738223075866699
hamburg,25,1,0.35027894377708435,7.81033992767334
hamburg,25,2,0.3577224910259247,7.864189624786377
hamburg,25,3,0.3570590019226074,8.31085205078125
hamburg,25,4,0.35615473985671997,7.739795207977295
hamburg,25,5,0.3473860025405884,7.643373489379883
hamburg,25,6,0.34890514612197876,7.643279552459717
hamburg,25,7,0.3523465692996979,7.968410968780518
hamburg,25,8,0.34790703654289246,7.7178053855896
hamburg,25,9,0.35178372263908386,7.78710412979126
hamburg,50,0,0.3461938798427582,7.7046942710876465
hamburg,50,1,0.35489508509635925,7.954151630401611
hamburg,50,2,0.3441653251647949,7.671826362609863
hamburg,50,3,0.35364988446235657,7.804559707641602
hamburg,50,4,0.35508257150650024,7.730099678039551
hamburg,50,5,0.35411491990089417,7.7906060218811035
hamburg,50,6,0.3490704894065857,7.716928482055664
hamburg,50,7,0.3470321595668793,7.654618263244629
hamburg,50,8,0.3508068323135376,7.613964557647705
hamburg,50,9,0.34691399335861206,7.6498589515686035
hamburg,100,0,0.3484451174736023,7.782429218292236
hamburg,100,1,0.34403908252716064,7.626741886138916
hamburg,100,2,0.3416084945201874,7.467132091522217
hamburg,100,3,0.3416649103164673,7.6518754959106445
hamburg,100,4,0.3437393009662628,7.693391799926758
hamburg,100,5,0.3510655164718628,7.762071132659912
hamburg,100,6,0.34918829798698425,7.62473726272583
hamburg,100,7,0.33676713705062866,7.5854082107543945
hamburg,100,8,0.3528793454170227,7.856792449951172
hamburg,100,9,0.338318407535553,7.433582782745361
london,0,0,0.4062332212924957,10.864177703857422
london,3,0,0.6172847151756287,18.39553451538086
london,3,1,0.4426340162754059,12.761476516723633
london,3,2,0.46477508544921875,10.480515480041504
london,3,3,0.4056817591190338,11.52168083190918
london,3,4,0.4540046453475952,10.572456359863281
london,3,5,0.41087737679481506,10.621256828308105
london,3,6,0.39080551266670227,10.240690231323242
london,3,7,0.7803990244865417,16.120155334472656
london,3,8,0.48661160469055176,12.124099731445312
london,3,9,0.5496364831924438,16.408140182495117
london,5,0,0.4237317144870758,10.434372901916504
london,5,1,0.39724522829055786,10.547979354858398
london,5,2,0.40485069155693054,10.911056518554688
london,5,3,0.4208498001098633,10.426214218139648
london,5,4,0.4408755600452423,10.861591339111328
london,5,5,0.4907160699367523,10.388593673706055
london,5,6,0.6178317070007324,11.23104476928711
london,5,7,0.5310669541358948,11.560060501098633
london,5,8,0.4053693115711212,11.65117073059082
london,5,9,0.47912758588790894,14.049524307250977
london,10,0,0.4086812734603882,10.547220230102539
london,10,1,0.40745028853416443,10.6673002243042
london,10,2,0.3921821415424347,10.19434928894043
london,10,3,0.39862412214279175,9.757574081420898
london,10,4,0.4003172516822815,10.277527809143066
london,10,5,0.4031786620616913,10.687766075134277
london,10,6,0.40553873777389526,10.384185791015625
london,10,7,0.3948098421096802,10.183379173278809
london,10,8,0.4030514359474182,9.992587089538574
london,10,9,0.4071316421031952,10.204793930053711
london,25,0,0.3814889192581177,9.564217567443848
london,25,1,0.39726752042770386,9.780191421508789
london,25,2,0.37354275584220886,9.23069953918457
london,25,3,0.3805106580257416,9.574746131896973
london,25,4,0.4036392271518707,9.831597328186035
london,25,5,0.3817562460899353,9.43642520904541
london,25,6,0.38307809829711914,9.612517356872559
london,25,7,0.39867088198661804,9.980330467224121
london,25,8,0.3885769248008728,9.1876802444458
london,25,9,0.3893803656101227,9.729920387268066
london,50,0,0.3858562707901001,9.442174911499023
london,50,1,0.38079503178596497,9.427584648132324
london,50,2,0.38821274042129517,9.602455139160156
london,50,3,0.3898673355579376,9.461456298828125
london,50,4,0.3734007477760315,9.216999053955078
london,50,5,0.37294435501098633,9.282963752746582
london,50,6,0.37679171562194824,9.456233978271484
london,50,7,0.37033015489578247,8.873591423034668
london,50,8,0.3579939305782318,8.71589183807373
london,50,9,0.3706846237182617,9.156462669372559
london,100,0,0.36984488368034363,8.900544166564941
london,100,1,0.37143152952194214,9.09245491027832
london,100,2,0.35502973198890686,8.726625442504883
london,100,3,0.3609849214553833,8.822303771972656
london,100,4,0.35228264331817627,8.570456504821777
london,100,5,0.3650988042354584,9.044731140136719
london,100,6,0.3550356924533844,8.516681671142578
london,100,7,0.36361074447631836,8.770339012145996
london,100,8,0.3565603494644165,8.736621856689453
london,100,9,0.3665585219860077,8.98689079284668
munich,0,0,0.465872585773468,12.416349411010742
munich,3,0,0.38656216859817505,9.195320129394531
munich,3,1,0.42149993777275085,9.052790641784668
munich,3,2,0.3949405550956726,10.466545104980469
munich,3,3,0.41761812567710876,11.503593444824219
munich,3,4,0.41477328538894653,8.95104694366455
munich,3,5,0.38803255558013916,8.851877212524414
munich,3,6,0.39073672890663147,8.875245094299316
munich,3,7,0.5046607255935669,9.520492553710938
munich,3,8,0.4392641484737396,8.943933486938477
munich,3,9,0.45137542486190796,12.952540397644043
munich,5,0,0.4215675890445709,9.542322158813477
munich,5,1,0.3978290855884552,9.38839340209961
munich,5,2,0.39169758558273315,9.606508255004883
munich,5,3,0.3963613510131836,8.763199806213379
munich,5,4,0.3852400779724121,8.951414108276367
munich,5,5,0.4416804611682892,9.930780410766602
munich,5,6,0.3785557150840759,8.6928071975708
munich,5,7,0.39098483324050903,8.737168312072754
munich,5,8,0.3829299509525299,8.989350318908691
munich,5,9,0.5629463195800781,11.884071350097656
munich,10,0,0.37718209624290466,8.721048355102539
munich,10,1,0.49817290902137756,10.023286819458008
munich,10,2,0.3833737373352051,8.576038360595703
munich,10,3,0.41175127029418945,8.904169082641602
munich,10,4,0.3828723132610321,9.177896499633789
munich,10,5,0.4282880425453186,8.815018653869629
munich,10,6,0.38836389780044556,8.814886093139648
munich,10,7,0.3971697688102722,10.08194637298584
munich,10,8,0.38319411873817444,8.694914817810059
munich,10,9,0.38344767689704895,8.997441291809082
munich,25,0,0.37525126338005066,8.75665283203125
munich,25,1,0.3798992335796356,8.70626449584961
munich,25,2,0.3858160376548767,8.874017715454102
munich,25,3,0.3721093237400055,8.472868919372559
munich,25,4,0.37832581996917725,8.593273162841797
munich,25,5,0.3846862316131592,9.067402839660645
munich,25,6,0.38101911544799805,8.742063522338867
munich,25,7,0.38320106267929077,8.570993423461914
munich,25,8,0.389152854681015,9.027640342712402
munich,25,9,0.397968590259552,9.02774429321289
munich,50,0,0.37156596779823303,8.384140968322754
munich,50,1,0.37193164229393005,8.459259033203125
munich,50,2,0.3766445219516754,8.688353538513184
munich,50,3,0.3763748109340668,8.615829467773438
munich,50,4,0.36743009090423584,8.581270217895508
munich,50,5,0.36191946268081665,8.48934268951416
munich,50,6,0.37079930305480957,8.43501091003418
munich,50,7,0.38230758905410767,8.529389381408691
munich,50,8,0.37425005435943604,8.243661880493164
munich,50,9,0.3678532838821411,8.488409042358398
munich,100,0,0.35260218381881714,7.955623626708984
munich,100,1,0.35222673416137695,7.7671637535095215
munich,100,2,0.36490243673324585,8.239808082580566
munich,100,3,0.3492352068424225,7.81072998046875
munich,100,4,0.36973756551742554,8.363418579101562
munich,100,5,0.35959067940711975,8.136208534240723
munich,100,6,0.3668869435787201,8.386869430541992
munich,100,7,0.36133256554603577,8.140069961547852
munich,100,8,0.35747361183166504,7.9922027587890625
munich,100,9,0.3467230498790741,7.794193744659424
newyork,0,0,1.1082053184509277,31.39130401611328
newyork,3,0,0.36047428846359253,10.400762557983398
newyork,3,1,0.3609849214553833,10.417040824890137
newyork,3,2,0.3727478086948395,10.204018592834473
newyork,3,3,0.38017866015434265,10.277073860168457
newyork,3,4,0.47236761450767517,12.132495880126953
newyork,3,5,0.5031278133392334,15.646780967712402
newyork,3,6,0.3859412968158722,12.018840789794922
newyork,3,7,0.36194124817848206,10.36448860168457
newyork,3,8,0.3513752222061157,10.045307159423828
newyork,3,9,0.37112292647361755,10.902338027954102
newyork,5,0,0.49498793482780457,15.300415992736816
newyork,5,1,0.35586196184158325,10.153491973876953
newyork,5,2,0.4141433537006378,11.404976844787598
newyork,5,3,0.4131201207637787,11.75057601928711
newyork,5,4,0.444273978471756,13.143608093261719
newyork,5,5,0.3663017749786377,10.985260963439941
newyork,5,6,0.3504912853240967,10.177794456481934
newyork,5,7,0.38801565766334534,10.47974967956543
newyork,5,8,0.3515361249446869,10.2274751663208
newyork,5,9,0.3485359847545624,9.807432174682617
newyork,10,0,0.3791387677192688,10.466127395629883
newyork,10,1,0.3600062131881714,10.239547729492188
newyork,10,2,0.3654189109802246,9.94617748260498
newyork,10,3,0.35134178400039673,10.099607467651367
newyork,10,4,0.3620084226131439,10.040884971618652
newyork,10,5,0.39282894134521484,12.116632461547852
newyork,10,6,0.39053863286972046,10.577893257141113
newyork,10,7,0.37264740467071533,11.238143920898438
newyork,10,8,0.3584100604057312,10.24303913116455
newyork,10,9,0.3749465048313141,10.335790634155273
newyork,25,0,0.3369724154472351,9.482693672180176
newyork,25,1,0.3540267050266266,10.044570922851562
newyork,25,2,0.3445083796977997,9.60336685180664
newyork,25,3,0.3597298562526703,9.98643684387207
newyork,25,4,0.33615344762802124,9.406305313110352
newyork,25,5,0.3434109389781952,9.541547775268555
newyork,25,6,0.3451984226703644,9.768671989440918
newyork,25,7,0.35143330693244934,9.929231643676758
newyork,25,8,0.3384668827056885,9.599910736083984
newyork,25,9,0.35965076088905334,10.037973403930664
newyork,50,0,0.34567713737487793,9.682167053222656
newyork,50,1,0.34146440029144287,9.356432914733887
newyork,50,2,0.33060789108276367,9.36931324005127
newyork,50,3,0.3736860454082489,10.208423614501953
newyork,50,4,0.33052122592926025,9.037516593933105
newyork,50,5,0.3365025520324707,9.30465030670166
newyork,50,6,0.33885177969932556,9.4171724319458
newyork,50,7,0.3410951495170593,9.194247245788574
newyork,50,8,0.3377583622932434,9.322622299194336
newyork,50,9,0.3311968445777893,9.125749588012695
newyork,100,0,0.3383919596672058,9.096465110778809
newyork,100,1,0.33424699306488037,9.220434188842773
newyork,100,2,0.345895916223526,9.526538848876953
newyork,100,3,0.321780264377594,8.947017669677734
newyork,100,4,0.33767375349998474,9.344339370727539
newyork,100,5,0.32918474078178406,8.980204582214355
newyork,100,6,0.32882046699523926,9.022862434387207
newyork,100,7,0.32107383012771606,8.95654582977295
newyork,100,8,0.3320126533508301,9.156089782714844
newyork,100,9,0.32737866044044495,9.005273818969727
paris,0,0,0.41618046164512634,10.973063468933105
paris,3,0,0.3666777014732361,10.254805564880371
paris,3,1,0.37021347880363464,13.326004981994629
paris,3,2,0.3585130572319031,9.69108772277832
paris,3,3,0.480416864156723,9.504998207092285
paris,3,4,0.3859945833683014,11.63594913482666
paris,3,5,0.3621273934841156,9.818370819091797
paris,3,6,0.36656638979911804,11.604375839233398
paris,3,7,0.3581952154636383,10.373810768127441
paris,3,8,0.3729172945022583,9.321671485900879
paris,3,9,0.3756294250488281,9.491560935974121
paris,5,0,0.3626420497894287,9.2498197555542
paris,5,1,0.38767990469932556,12.093576431274414
paris,5,2,0.35367700457572937,10.012301445007324
paris,5,3,0.3965149521827698,9.315826416015625
paris,5,4,0.4358202815055847,9.633271217346191
paris,5,5,0.35860612988471985,9.230154991149902
paris,5,6,0.3598032593727112,11.135854721069336
paris,5,7,0.36449846625328064,9.785867691040039
paris,5,8,0.3724755644798279,10.083168983459473
paris,5,9,0.40767547488212585,10.762886047363281
paris,10,0,0.40125271677970886,11.942627906799316
paris,10,1,0.3556636869907379,9.708244323730469
paris,10,2,0.38766050338745117,10.091989517211914
paris,10,3,0.39075735211372375,8.986449241638184
paris,10,4,0.36915165185928345,9.861960411071777
paris,10,5,0.40382617712020874,9.145715713500977
paris,10,6,0.3722703754901886,8.713390350341797
paris,10,7,0.38255754113197327,9.171380996704102
paris,10,8,0.36601459980010986,8.917698860168457
paris,10,9,0.35817381739616394,9.237015724182129
paris,25,0,0.34438207745552063,8.639992713928223
paris,25,1,0.3483647406101227,8.682755470275879
paris,25,2,0.3345821797847748,8.178492546081543
paris,25,3,0.3451977074146271,8.418661117553711
paris,25,4,0.34826937317848206,8.682745933532715
paris,25,5,0.34504568576812744,8.369308471679688
paris,25,6,0.34790757298469543,8.668670654296875
paris,25,7,0.35485580563545227,8.97836971282959
paris,25,8,0.34108275175094604,8.490708351135254
paris,25,9,0.3581628203392029,8.638781547546387
paris,50,0,0.34697574377059937,8.497060775756836
paris,50,1,0.35216042399406433,8.274065971374512
paris,50,2,0.33005383610725403,8.207322120666504
paris,50,3,0.3401557207107544,8.242959022521973
paris,50,4,0.33668771386146545,8.511234283447266
paris,50,5,0.3425191342830658,8.616310119628906
paris,50,6,0.33717799186706543,8.506667137145996
paris,50,7,0.3308466076850891,8.206831932067871
paris,50,8,0.3377808630466461,8.142110824584961
paris,50,9,0.3678116202354431,8.989636421203613
paris,100,0,0.33682432770729065,8.25761604309082
paris,100,1,0.3287077248096466,8.039022445678711
paris,100,2,0.33077356219291687,7.7625203132629395
paris,100,3,0.3396981358528137,8.051864624023438
paris,100,4,0.3342103958129883,8.1229248046875
paris,100,5,0.3274199664592743,7.678862571716309
paris,100,6,0.32785850763320923,7.673412799835205
paris,100,7,0.34284648299217224,8.07054615020752
paris,100,8,0.3360184133052826,7.895584583282471
paris,100,9,0.3353382647037506,7.8830413818359375
prague,0,0,0.6596287488937378,19.29112434387207
prague,3,0,0.46327099204063416,11.067044258117676
prague,3,1,0.3147452771663666,7.814611911773682
prague,3,2,0.4490101635456085,9.02158260345459
prague,3,3,0.34143170714378357,9.200318336486816
prague,3,4,0.3141213655471802,7.949015140533447
prague,3,5,0.33456674218177795,7.504146099090576
prague,3,6,0.32044079899787903,9.385286331176758
prague,3,7,0.3212548494338989,7.4738264083862305
prague,3,8,0.3146153390407562,8.042852401733398
